Country,Series,Year,GDP per capita
,,2000,914.7857199
,,2001,1727.281196
,,2002,2283.846685
,,2003,3005.426352
,,2004,3502.802924
,,2005,3720.479155
,,2006,4382.617279
,,2007,5848.476405
,,2008,7101.040141
,,2009,6169.114195
,,2010,5735.422857
,,2011,6809.159804
,,2012,6015.945228
,,2013,6755.073675
,,2014,6600.056809
,,2015,5588.980728
,,2016,5765.200762
,,2017,6292.543629
,,2018,7252.401858
,,2019,7417.203649
,,2020,7730.691746
,,2021,9214.993546
Seychelles,GDP per capita (current US$),1960,288.057842
,,1961,270.2793628
,,1962,287.0447884
,,1963,308.1952644
,,1964,332.3050031
,,1965,328.484901
,,1966,337.6462466
,,1967,333.2338125
,,1968,314.3510648
,,1969,314.1798528
,,1970,343.8811821
,,1971,401.6080395
,,1972,546.9510613
,,1973,648.5319241
,,1974,744.5069419
,,1975,806.2326445
,,1976,814.474738
,,1977,1044.353068
,,1978,1376.546579
,,1979,2030.135903
,,1980,2329.353358
,,1981,2419.034419
,,1982,2296.307729
,,1983,2280.451551
,,1984,2338.075652
,,1985,2588.552804
,,1986,3165.945038
,,1987,3638.988011
,,1988,4128.118232
,,1989,4407.20094
,,1990,5302.843727
,,1991,5314.663128
,,1992,6128.445569
,,1993,6559.129994
,,1994,6555.504407
,,1995,6748.931109
,,1996,6583.201018
,,1997,7280.989621
,,1998,7715.918147
,,1999,7747.612159
,,2000,7578.851053
,,2001,7663.13708
,,2002,8331.261997
,,2003,8524.961236
,,2004,10176.65871
,,2005,11092.51074
,,2006,12014.39987
,,2007,12154.82994
,,2008,11122.86207
,,2009,9706.95606
,,2010,10804.7233
,,2011,12189.06375
,,2012,11998.41987
,,2013,14764.91886
,,2014,15188.18905
,,2015,15157.50183
,,2016,15740.11063
,,2017,16416.72607
,,2018,16910.66792
,,2019,17252.02078
,,2020,12193.88687
,,2021,13306.7256
Sierra Leone,GDP per capita (current US$),1960,138.9386399
,,1961,139.3635697
,,1962,143.4726483
,,1963,143.6203068
,,1964,150.7489709
,,1965,143.2804924
,,1966,147.155821
,,1967,134.3174567
,,1968,124.7574582
,,1969,151.7407964
,,1970,158.2614873
,,1971,149.9072346
,,1972,163.0132868
,,1973,197.4465226
,,1974,218.0792685
,,1975,223.6748635
,,1976,191.7413237
,,1977,218.1918006
,,1978,296.4441449
,,1979,334.8038972
,,1980,324.8303951
,,1981,321.8227789
,,1982,365.9044852
,,1983,274.9017793
,,1984,293.3157246
,,1985,225.1831913
,,1986,125.1521265
,,1987,173.670346
,,1988,253.83121
,,1989,219.2946023
,,1990,150.3889975
,,1991,179.3612103
,,1992,156.4031039
,,1993,177.5972628
,,1994,211.5922322
,,1995,202.3160428
,,1996,218.3668902
,,1997,196.1153817
,,1998,153.458492
,,1999,150.0064246
,,2000,138.6987225
,,2001,229.3756595
,,2002,252.396007
,,2003,266.4469054
,,2004,266.5693713
,,2005,292.3490663
,,2006,323.3890184
,,2007,360.3716605
,,2008,408.4810085
,,2009,391.200943
,,2010,401.8348761
,,2011,448.3376621
,,2012,566.3782351
,,2013,716.8358269
,,2014,714.6997957
,,2015,588.2288628
,,2016,501.4151655
,,2017,496.6822949
,,2018,533.9915333
,,2019,521.7548367
,,2020,509.376594
,,2021,515.9320918
Singapore,GDP per capita (current US$),1960,428.05898
,,1961,449.1510713
,,1962,472.0858245
,,1963,511.2055753
,,1964,485.5338582
,,1965,516.5353033
,,1966,566.8076776
,,1967,626.0335277
,,1968,708.6060665
,,1969,812.6827969
,,1970,925.8039129
,,1971,1071.41154
,,1972,1264.375107
,,1973,1685.459796
,,1974,2341.705514
,,1975,2489.911575
,,1976,2758.94038
,,1977,2846.335988
,,1978,3193.905657
,,1979,3900.533553
,,1980,4928.139118
,,1981,5596.585977
,,1982,6077.634241
,,1983,6633.236674
,,1984,7228.317584
,,1985,7001.766748
,,1986,6799.930363
,,1987,7539.029302
,,1988,8914.441226
,,1989,10394.539
,,1990,11861.75616
,,1991,14502.37999
,,1992,16135.91365
,,1993,18290.02824
,,1994,21553.0309
,,1995,24914.41126
,,1996,26233.6289
,,1997,26375.97195
,,1998,21829.29987
,,1999,21796.08444
,,2000,23852.32703
,,2001,21700.02005
,,2002,22159.68886
,,2003,23730.15245
,,2004,27608.53737
,,2005,29961.26328
,,2006,33769.15416
,,2007,39432.93835
,,2008,40007.46926
,,2009,38927.20688
,,2010,47236.96023
,,2011,53890.42873
,,2012,55546.48854
,,2013,56967.42579
,,2014,57562.53079
,,2015,55646.61875
,,2016,56860.41324
,,2017,61150.7272
,,2018,66859.33834
,,2019,65831.18943
,,2020,60729.45035
,,2021,72794.00302
Sint Maarten (Dutch part),GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,
,,2007,
,,2008,
,,2009,
,,2010,
,,2011,27997.28983
,,2012,28460.33262
,,2013,27942.88054
,,2014,33043.68838
,,2015,32274.89055
,,2016,31616.6817
,,2017,29369.05683
,,2018,28988.25921
,,2019,
,,2020,
,,2021,
Slovak Republic,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,2405.53516
,,1991,2691.195652
,,1992,2920.917542
,,1993,3102.296859
,,1994,3771.359516
,,1995,4819.125555
,,1996,5196.94038
,,1997,5146.671078
,,1998,5538.616465
,,1999,5645.581396
,,2000,5426.624281
,,2001,5722.168183
,,2002,6564.696314
,,2003,8731.937368
,,2004,10691.44655
,,2005,11690.11347
,,2006,13170.78498
,,2007,16106.06044
,,2008,18753.58494
,,2009,16597.20846
,,2010,16841.76774
,,2011,18430.1298
,,2012,17429.82975
,,2013,18208.41759
,,2014,18655.79011
,,2015,16342.21626
,,2016,16512.29299
,,2017,17538.04858
,,2018,19389.98216
,,2019,19303.54566
,,2020,19266.51357
,,2021,21087.8461
Slovenia,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,10730.45101
,,1996,10815.11105
,,1997,10454.96564
,,1998,11175.77103
,,1999,11452.78312
,,2000,10201.30354
,,2001,10479.75963
,,2002,11777.15566
,,2003,14849.03724
,,2004,17233.13856
,,2005,18098.90854
,,2006,19672.96556
,,2007,23817.88673
,,2008,27595.59997
,,2009,24792.12798
,,2010,23532.48085
,,2011,25128.01504
,,2012,22641.80512
,,2013,23503.28249
,,2014,24247.17332
,,2015,20890.16643
,,2016,21678.35947
,,2017,23514.02546
,,2018,26116.85636
,,2019,25942.95477
,,2020,25489.50023
,,2021,29200.81988
Solomon Islands,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,173.4358483
,,1968,187.3695034
,,1969,184.760133
,,1970,
,,1971,301.2516795
,,1972,235.3330168
,,1973,308.2557686
,,1974,453.7879423
,,1975,385.8154636
,,1976,414.2486511
,,1977,448.0700351
,,1978,515.6646801
,,1979,678.825745
,,1980,793.1123582
,,1981,812.6333301
,,1982,782.7192543
,,1983,711.8796297
,,1984,691.1940429
,,1985,611.2737352
,,1986,529.4191079
,,1987,540.7607184
,,1988,598.3348548
,,1989,570.0573604
,,1990,688.9996709
,,1991,709.3196997
,,1992,815.2464692
,,1993,885.8574041
,,1994,1153.343845
,,1995,1306.636685
,,1996,1381.750819
,,1997,1385.691388
,,1998,1171.185446
,,1999,1215.235241
,,2000,1017.399663
,,2001,965.9354997
,,2002,795.5403154
,,2003,788.6333562
,,2004,866.9902759
,,2005,1014.723188
,,2006,1119.580863
,,2007,1260.251271
,,2008,1389.056107
,,2009,1428.616209
,,2010,1604.148888
,,2011,1938.775694
,,2012,2141.914041
,,2013,2248.727594
,,2014,2274.966251
,,2015,2167.155394
,,2016,2225.475204
,,2017,2332.898555
,,2018,2411.897904
,,2019,2344.048976
,,2020,2250.601164
,,2021,2336.968134
Somalia,GDP per capita (current US$),1960,65.47971611
,,1961,68.10639697
,,1962,70.81304897
,,1963,73.60720426
,,1964,76.48039847
,,1965,79.42881316
,,1966,81.87111424
,,1967,84.19896458
,,1968,86.55032162
,,1969,90.45797623
,,1970,93.6546805
,,1971,95.3538885
,,1972,119.8182066
,,1973,144.3445525
,,1974,128.70334
,,1975,183.1953649
,,1976,188.6610689
,,1977,103.8186092
,,1978,105.1133335
,,1979,100.1940609
,,1980,96.0960668
,,1981,107.372127
,,1982,117.1935354
,,1983,110.884784
,,1984,119.1748173
,,1985,131.8173641
,,1986,138.0960504
,,1987,147.151477
,,1988,148.216672
,,1989,153.1407104
,,1990,126.9249732
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,
,,2007,
,,2008,
,,2009,
,,2010,
,,2011,
,,2012,
,,2013,350.1681618
,,2014,374.1147807
,,2015,386.437817
,,2016,389.8220615
,,2017,384.4634014
,,2018,389.8313955
,,2019,419.3948077
,,2020,438.2551656
,,2021,445.7790165
South Africa,GDP per capita (current US$),1960,511.6187374
,,1961,526.4617501
,,1962,546.2619353
,,1963,589.1604605
,,1964,632.7161044
,,1965,674.1864326
,,1966,714.5620097
,,1967,775.2976868
,,1968,817.719079
,,1969,895.8376032
,,1970,961.4227526
,,1971,1032.90561
,,1972,1053.02037
,,1973,1390.985745
,,1974,1685.739474
,,1975,1702.981009
,,1976,1592.701365
,,1977,1711.738434
,,1978,1901.597871
,,1979,2265.352056
,,1980,3131.022571
,,1981,3175.303466
,,1982,2849.18057
,,1983,3103.98302
,,1984,2665.386369
,,1985,1972.508972
,,1986,2189.959352
,,1987,2814.639804
,,1988,2962.227177
,,1989,3007.387561
,,1990,3425.174231
,,1991,3584.522515
,,1992,3800.02458
,,1993,3713.921206
,,1994,3784.449144
,,1995,4144.613723
,,1996,3864.415112
,,1997,3930.836564
,,1998,3502.166447
,,1999,3417.264589
,,2000,3374.718423
,,2001,2971.819769
,,2002,2797.087291
,,2003,4217.11478
,,2004,5409.133489
,,2005,6033.101491
,,2006,6266.533987
,,2007,6780.884555
,,2008,6350.65271
,,2009,6532.736968
,,2010,8148.961202
,,2011,8810.930651
,,2012,8222.197279
,,2013,7467.079185
,,2014,6988.808739
,,2015,6259.839681
,,2016,5756.965741
,,2017,6690.939847
,,2018,7005.095413
,,2019,6624.761865
,,2020,5655.867654
,,2021,6994.211654
South Sudan,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,
,,2007,
,,2008,1669.493752
,,2009,1337.882231
,,2010,1535.706892
,,2011,1516.404378
,,2012,1179.739711
,,2013,1779.470365
,,2014,1322.820364
,,2015,1119.651437
,,2016,
,,2017,
,,2018,
,,2019,
,,2020,
,,2021,
Spain,GDP per capita (current US$),1960,396.3922533
,,1961,450.0532892
,,1962,520.2061314
,,1963,609.4873841
,,1964,675.2416391
,,1965,774.7616093
,,1966,889.659872
,,1967,968.3067818
,,1968,950.5457406
,,1969,1077.6787
,,1970,1212.289326
,,1971,1362.165524
,,1972,1708.808629
,,1973,2247.553377
,,1974,2749.924663
,,1975,3209.837445
,,1976,3279.312671
,,1977,3627.590663
,,1978,4356.43922
,,1979,5770.214614
,,1980,6208.578019
,,1981,5371.166436
,,1982,5159.708645
,,1983,4478.500286
,,1984,4489.988939
,,1985,4699.655764
,,1986,6513.503286
,,1987,8239.613802
,,1988,9703.123838
,,1989,10681.9712
,,1990,13804.87679
,,1991,14811.90282
,,1992,16112.18892
,,1993,13339.90856
,,1994,13415.287
,,1995,15471.96272
,,1996,16109.0844
,,1997,14730.79718
,,1998,15394.35146
,,1999,15720.6405
,,2000,14749.68742
,,2001,15369.00116
,,2002,17106.68658
,,2003,21510.83625
,,2004,24907.00085
,,2005,26429.15094
,,2006,28389.07858
,,2007,32591.35031
,,2008,35510.72223
,,2009,32169.50285
,,2010,30532.48051
,,2011,31677.90031
,,2012,28322.80925
,,2013,29067.80946
,,2014,29500.78943
,,2015,25742.36883
,,2016,26523.34822
,,2017,28170.16786
,,2018,30364.57994
,,2019,29554.49052
,,2020,27056.42175
,,2021,30115.70589
Sri Lanka,GDP per capita (current US$),1960,142.7796219
,,1961,142.8381424
,,1962,138.536654
,,1963,117.0719883
,,1964,120.714348
,,1965,152.8526755
,,1966,153.8987913
,,1967,159.5059914
,,1968,150.8966192
,,1969,160.9131876
,,1970,183.9275304
,,1971,185.8597435
,,1972,196.4228877
,,1973,216.9950075
,,1974,264.7463142
,,1975,275.6277195
,,1976,256.2868068
,,1977,287.5616366
,,1978,188.0584813
,,1979,227.5097653
,,1980,267.6685772
,,1981,289.1308598
,,1982,307.6382435
,,1983,328.6506383
,,1984,378.936857
,,1985,369.581896
,,1986,390.3507114
,,1987,401.4770959
,,1988,413.4550704
,,1989,408.4508669
,,1990,463.6187388
,,1991,513.2584475
,,1992,547.0545344
,,1993,576.7798839
,,1994,647.5791564
,,1995,714.2332315
,,1996,756.6569905
,,1997,817.0644817
,,1998,850.8116039
,,1999,838.8834628
,,2000,869.696285
,,2001,832.8035723
,,2002,867.4914868
,,2003,982.195697
,,2004,1065.784437
,,2005,1248.698185
,,2006,1435.816813
,,2007,1630.388906
,,2008,2037.322103
,,2009,2090.401826
,,2010,2799.648738
,,2011,3200.861132
,,2012,3350.521876
,,2013,3610.289363
,,2014,3819.25353
,,2015,3843.780672
,,2016,3886.291502
,,2017,4077.043841
,,2018,4059.20823
,,2019,3848.212376
,,2020,3694.040948
,,2021,3814.715219
St. Kitts and Nevis,GDP per capita (current US$),1960,241.5391631
,,1961,243.8321218
,,1962,246.1011784
,,1963,253.9774464
,,1964,268.7180512
,,1965,276.2489041
,,1966,299.2508569
,,1967,353.3033311
,,1968,314.6619539
,,1969,348.1297634
,,1970,363.2069165
,,1971,441.1145778
,,1972,517.7320528
,,1973,546.1362039
,,1974,711.0431909
,,1975,753.6322943
,,1976,681.8215291
,,1977,1012.568184
,,1978,1131.119908
,,1979,1354.154947
,,1980,1584.668393
,,1981,1882.756998
,,1982,2013.016222
,,1983,2045.202676
,,1984,2336.6914
,,1985,2650.986469
,,1986,3150.634904
,,1987,3600.013356
,,1988,4250.057652
,,1989,4770.741897
,,1990,5396.40485
,,1991,5461.497752
,,1992,5950.628813
,,1993,6411.014695
,,1994,7092.105802
,,1995,7450.274145
,,1996,7862.696469
,,1997,8741.659658
,,1998,8866.566371
,,1999,9320.881307
,,2000,9565.949909
,,2001,10283.0328
,,2002,10650.84515
,,2003,10270.60416
,,2004,10942.72823
,,2005,11679.40971
,,2006,13614.49337
,,2007,14429.55024
,,2008,16142.0427
,,2009,15931.87331
,,2010,15888.63951
,,2011,16910.57011
,,2012,16564.05504
,,2013,17393.42727
,,2014,18789.6345
,,2015,18717.42876
,,2016,19542.16228
,,2017,20382.77987
,,2018,20567.25826
,,2019,22047.88303
,,2020,18440.85368
,,2021,18230.13235
St. Lucia,GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,1445.924317
,,1981,1628.035705
,,1982,1515.314318
,,1983,1607.533895
,,1984,2023.246778
,,1985,2253.096688
,,1986,2646.985551
,,1987,2869.727936
,,1988,3221.481282
,,1989,3584.044619
,,1990,4199.636497
,,1991,4383.566572
,,1992,4755.104291
,,1993,4775.489985
,,1994,4919.380367
,,1995,5194.782925
,,1996,5300.354676
,,1997,5340.086973
,,1998,5733.826989
,,1999,5947.891784
,,2000,5950.047485
,,2001,5642.748904
,,2002,5646.456535
,,2003,6150.921369
,,2004,6591.645501
,,2005,6949.204173
,,2006,7669.21347
,,2007,7969.797993
,,2008,8456.694632
,,2009,8137.750991
,,2010,8540.07098
,,2011,8983.743733
,,2012,9086.387955
,,2013,9378.985047
,,2014,9843.308534
,,2015,10093.61802
,,2016,10362.35158
,,2017,11034.62983
,,2018,11353.71523
,,2019,11591.08044
,,2020,8804.561089
,,2021,9570.995457
St. Martin (French part),GDP per capita (current US$),1960,
,,1961,
,,1962,
,,1963,
,,1964,
,,1965,
,,1966,
,,1967,
,,1968,
,,1969,
,,1970,
,,1971,
,,1972,
,,1973,
,,1974,
,,1975,
,,1976,
,,1977,
,,1978,
,,1979,
,,1980,
,,1981,
,,1982,
,,1983,
,,1984,
,,1985,
,,1986,
,,1987,
,,1988,
,,1989,
,,1990,
,,1991,
,,1992,
,,1993,
,,1994,
,,1995,
,,1996,
,,1997,
,,1998,
,,1999,
,,2000,
,,2001,
,,2002,
,,2003,
,,2004,
,,2005,
,,2006,
,,2007,
,,2008,
,,2009,
,,2010,
,,2011,20717.09321
,,2012,
,,2013,
,,2014,21459.31913
,,2015,
,,2016,
,,2017,
,,2018,
,,2019,
,,2020,
,,2021,
St. Vincent and the Grenadines,GDP per capita (current US$),1960,161.3752968
,,1961,170.3812109
,,1962,174.4960771
,,1963,162.8054525
,,1964,173.3873415
,,1965,175.6584477
,,1966,185.2539592
,,1967,180.3982494
,,1968,173.1274602
,,1969,185.8985095
,,1970,203.8651507
,,1971,219.1676488
,,1972,298.1860427
,,1973,322.4208641
,,1974,347.9698985
,,1975,347.4328617
,,1976,339.136668
,,1977,505.1087102
,,1978,616.536676
,,1979,713.4678685
,,1980,818.7691628
,,1981,1006.383534
,,1982,1112.505045
,,1983,1186.541948
,,1984,1301.119602
,,1985,1393.660519
,,1986,1528.713579
,,1987,1657.907062
,,1988,1884.174036
,,1989,2005.631798
,,1990,2236.197812
,,1991,2364.525383
,,1992,2575.069302
,,1993,2650.111143
,,1994,2678.509305
,,1995,2924.829997
,,1996,3069.824777
,,1997,3223.229718
,,1998,3465.623925
,,1999,3625.720503
,,2000,3970.293622
,,2001,4282.690403
,,2002,4512.362727
,,2003,4699.792277
,,2004,5067.270274
,,2005,5339.393551
,,2006,5925.315896
,,2007,6575.958035
,,2008,6758.823844
,,2009,6595.996452
,,2010,6654.792907
,,2011,6590.004789
,,2012,6732.444323
,,2013,7040.628615
,,2014,7081.065478
,,2015,7207.170759
,,2016,7438.792212
,,2017,7717.846546
,,2018,8024.028496
,,2019,8229.722486
,,2020,7860.821354
,,2021,7996.614002
Sudan,GDP per capita (current US$),1960,125.8598404
,,1961,133.0822449
,,1962,140.7251282
,,1963,139.309845
,,1964,139.2234039
,,1965,141.0819244
,,1966,140.6857758
,,1967,147.9976807
,,1968,150.0225372
,,1969,160.3841553
,,1970,176.9540253
,,1971,187.0769348
,,1972,196.9108124
,,1973,236.617218
,,1974,294.9852295
,,1975,348.0100708
,,1976,419.9310303
,,1977,506.659729
,,1978,431.8120728
,,1979,491.5774231
,,1980,470.8978271
,,1981,509.1306458
,,1982,408.4165649
,,1983,390.781311
,,1984,480.2522278
,,1985,360.6355591
,,1986,437.163147
,,1987,509.767395
,,1988,590.1796875
,,1989,856.7276001
,,1990,1312.049316
,,1991,1668.133057
,,1992,260.5103455
,,1993,320.485321
,,1994,449.7105713
,,1995,473.4134827
,,1996,300.5649414
,,1997,378.9547729
,,1998,355.1525574
,,1999,328.0686646
,,2000,366.1727295
,,2001,456.6242371
,,2002,512.4412842
,,2003,586.7532349
,,2004,711.9219971
,,2005,914.1665039
,,2006,1143.932251
,,2007,1461.315918
,,2008,1551.085815
,,2009,1358.527222
,,2010,1683.211914
,,2011,1947.184204
,,2012,1746.031982
,,2013,1781.010254
,,2014,2022.724243
,,2015,2184.542236
,,2016,2583.447266
,,2017,3178.314209
,,2018,773.5070801
,,2019,755.3289795
,,2020,615.4620972
,,2021,764.3410034
Suriname,GDP per capita (current US$),1960,346.1631987
,,1961,363.9583256
,,1962,382.2056375
,,1963,403.7570726
,,1964,419.6498547
,,1965,468.6279219
,,1966,562.9075424
,,1967,634.7918878
,,1968,676.9017616
,,1969,714.1599784
,,1970,747.1611139
,,1971,815.2100317
,,1972,847.9044976
,,1973,930.2370193
,,1974,1133.231029
,,1975,1295.812757
,,1976,1412.212354
,,1977,1793.658028
,,1978,2053.878353
,,1979,2180.72269
,,1980,2211.214054
,,1981,2468.457062
,,1982,2535.138685
,,1983,2438.707968
,,1984,2368.927567
,,1985,2368.189759
,,1986,2381.506042
,,1987,2571.95571
,,1988,2985.519843
,,1989,1366.468387
,,1990,958.6123321
,,1991,1084.96425
,,1992,961.8264719
,,1993,1001.721163
,,1994,1391.620154
,,1995,1565.212023
,,1996,1921.905439
,,1997,2039.836843
,,1998,2415.742066
,,1999,1904.44518
,,2000,2012.281651
,,2001,1750.576737
,,2002,2267.753984
,,2003,2611.377493
,,2004,3006.183233
,,2005,3590.648183
,,2006,5197.747907
,,2007,5744.759727
,,2008,6831.983622
,,2009,7408.360786
